CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
3385/BL-BO,2018,IAF,EXTERNAL AUDITORS,BO-MORENO-MUNOZ,PRICEWATERHOUSECOOPERS DE BOLIVIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,620,29352.00,"",SE SOLICITÓ AL EJECUTOR ACLARACIONES Y ALCANCES SOBRE EL INFORME DE AUDITORÍA.,2019-04-30 00:00:00,,,,,,,,,,
3385/BL-BO,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3385/BL-BO,2019,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3385/BL-BO,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
3385/BL-BO,2020,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
3316/CH-UR,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",APROBACION DE DISPENSA POR NOTA CUR/FMP-1780/2015,2016-04-30 00:00:00,,,,,,,,,,
2440/BL-BO-2,2017,IAF,EXTERNAL AUDITORS,BO-MORENO-MUNOZ,PRICEWATERHOUSECOOPERS DE BOLIVIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ULTIMO INFORME DE AUDITORIA POR EL PERIODO: 01/01/2016 Y EL 31/03/2017. FECHA DE ULTIMO DESEMBOLSO: 17/11/2016,2017-03-17 00:00:00,,,,,,,,,,
2440/BL-BO-1,2017,IAF,EXTERNAL AUDITORS,BO-BERTHIN.AMENGUAL,BDO- BERTHIN AMENGUAL Y ASOCIADOS SRL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","THIS IS THE LAST AUDIT REPORT FOR THIS PROJECT. AUDIT PERIOD: 01/JAN/2016 TO 15/FEB/2017.
PROJECT DISBURSEMENT EXPIRATION DATE WAS ON NOV.17, 2016",2017-03-17 00:00:00,,,,,,,,,,
ATN/OC-14845-GU,2018,IAF,EXTERNAL AUDITORS,GU-CERVANTES,MANUEL CERVANTES Y ASOCIADOS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",INFORME DE ASEGURAMIENTO DE ACUERDO AL CONVENIO CONCLUSION CON SALVEDADES. CID/CGU-626/2019,2019-03-31 00:00:00,,,,,,,,,,
3403/OC-SU,2021,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2022-04-30 00:00:00,,,,,,,,,,
3403/OC-SU,2021,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-06-04 00:00:00,,,,,,,,,,
3080/OC-UR,2015,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IFA 40263080
NOTA SALIDA SISCOR 633/2016",2016-04-30 00:00:00,,,,,,,,,,
3315/OC-UR,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",APROBACION DE DISPENSA POR NOTA CUR/FMP-1780/2015,2016-04-30 00:00:00,,,,,,,,,,
2185/OC-AR,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",SALIDA 3656/2016.   INFORME FINAL INCLUIRÁ 12 MESES DE 2016 MÁS LA PORCIÓN DE 2017.,2017-04-30 00:00:00,,,,,,,,,,
2573/OC-AR,2016,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","OBSERVACIONES SUBSANADAS EN ENERO 2017. SALVEDAD: FONDOS AL CIERRE DEL PERIODO DE USD1,114,208.- DICHOS FONDOS FUERON TRANSFERIDOS CON FECHA 26/12/2016 AL PRESTAMO PROSAP 7597 BIRF, SUBSANANDOSE DICHA SITUACION CON FECHA 06/01/2017. OBSERVACIONES MENORES: A) ALGUNOS CASOS DE ATRASOS EN LOS PAGOS DE APORTE LOCAL REALIZADOS A LAS CONTRATISTAS, DE CADA UNO DE LOS CERTIFICADOS APROBADOS; B) CUENTA BANCARIA PENDIENTE DE CIERRE DEFINITIVO.",2017-04-30 00:00:00,,,,,,,,,,
2573/OC-AR,2017,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO. SE DA POR CUMPLIDA CLÁUSULA.,2017-12-29 00:00:00,,,,,,,,,,
3384/GR-HA-1,2015,IAF,EXTERNAL AUDITORS,HA-AMF,AMF EXPERTS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IDBDOC #40167800 (CDH/CHA/569/2016)
PUBLIC DOCUMENT - IDBDOC# 40392801",2016-01-31 00:00:00,,,,,,,,,,
3384/GR-HA-1,2016,IAF,EXTERNAL AUDITORS,HA-AMF,AMF EXPERTS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",LETTER: CDH/CHA/397/2017,2017-01-31 00:00:00,,,,,,,,,,
3384/GR-HA-1,2017,IAF,EXTERNAL AUDITORS,HA-AMF,AMF EXPERTS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,210,13279.00,"",LETTER - EZSHARE-477132658-156,2018-01-31 00:00:00,EZSHARE-477132658-156,,,,,,,,,
3384/GR-HA-2,2015,IAF,EXTERNAL AUDITORS,HA-AMF,AMF EXPERTS,ELG,Eligibility II,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","NOT ELIGIBLE FOR DISBURSEMENT AS OF SEPTEMBER 30, 2015.",2016-01-31 00:00:00,,,,,,,,,,
3384/GR-HA-2,2017,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",NO DISBURSEMENT FOR THE YEAR 2017,2018-01-31 00:00:00,,,,,,,,,,
2411/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#986728396-11;986728396-12 CBR:# GUIA:#986728396-82,2017-04-30 00:00:00,,,,,,,,,,
2411/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",RELATORIO:#986728396-188;986728396-199  CBR:# GUIA:#986728396-190,2018-04-30 00:00:00,,,,,,,,,,
ATN/OC-14845-GU,2019,IAF,EXTERNAL AUDITORS,GU-CERVANTES,MANUEL CERVANTES Y ASOCIADOS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",INFORME DE ASEGURAMIENTO ADQUISICIONES Y DESEMBOLSOS CONCLUSION CON SALVEDADES. CID/CGU-626/2019,2020-03-31 00:00:00,,,,,,,,,,
ATN/OC-14787-HO,2017,IAF,EXTERNAL AUDITORS,HO-CGR,TRIBUNAL SUPERIOR DE CUENTAS - SAI,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,12,6530.00,"",EZSHARE-903035320-114,2018-04-30 00:00:00,EZSHARE-903035320-114,,,,,,,,,
1800/OC-PR,2016,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,265,12342.00,"","INPUT Nº 2832 INFORME IDBDOC 407863962, RESPUESTA CPR/C/2016/2343",2016-12-31 00:00:00,,,,,,,,,,
3552/MS-RG-2,2016,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2016-12-31 00:00:00,,,,,,,,,,
3552/MS-RG-2,2017,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2017-12-31 00:00:00,,,,,,,,,,
2025/OC-PN-1,2016,IAF,EXTERNAL AUDITORS,PN-DELOITTE,DELOITTE & TOUCHE,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO,2017-04-30 00:00:00,,,,,,,,,,
3552/MS-RG-2,2018,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2018-12-31 00:00:00,,,,,,,,,,
2737/BL-HO,2016,IAF,EXTERNAL AUDITORS,HO-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,47,36199.00,"","NO SE IDENTIFICAN ASPECTOS QUE PUEDAN PONER EN RIESGO LOS OBJETIVOS DEL PROYECTO.
EZSHARE-1381580712-10",2017-04-30 00:00:00,EZSHARE-1381580712-10,,,,,,,,,
GRT/FM-12228-BO,2016,IAF,EXTERNAL AUDITORS,BO-MORENO-MUNOZ,PRICEWATERHOUSECOOPERS DE BOLIVIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,392,23251.00,"",RECIBIDO CBO # 1631,2017-04-30 00:00:00,,,,,,,,,,
3396/OC-UR,2018,IAF,EXTERNAL AUDITORS,UR-DELOITTE,DELOITTE S.C.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",CSC/CUR-658/2019 // EZSHARE-712937040-27,2019-04-30 00:00:00,EZSHARE-712937040-27,,,,,,,,,
3396/OC-UR,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2019-11-21 00:00:00,,,,,,,,,,
3396/OC-UR,2019,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2019-11-21 00:00:00,,,,,,,,,,
3396/OC-UR,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-05-13 00:00:00,,,,,,,,,,
3396/OC-UR,2020,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-05-13 00:00:00,,,,,,,,,,
3484/BL-NI,2019,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"","CONTRATADA PARA LOS PERIODOS 31/08/2015 AL 31/08/2020. CID/CNI-2946/2016, Y ADENDA #1 NO OBJETADA CON NOTA CID/CNI-558/2018.",2020-04-30 00:00:00,,,,,,,,,,
3484/BL-NI,2020,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"","CONTRATADA PARA LOS PERIODOS 31/08/2015 AL 31/08/2020. CID/CNI-2946/2016, Y ADENDA #1 NO OBJETADA CON NOTA CID/CNI-558/2018.",2020-12-31 00:00:00,,,,,,,,,,
2246/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-TBPR,TRIBUNAL DE CONTAS PARANA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",RELATORIO:#873476909-119 CBR:# GUIA:#873476909-122,2018-06-30 00:00:00,,,,,,,,,,
ATN/OC-13889-BO,2017,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2017-04-20 00:00:00,,,,,,,,,,
ATN/ME-14804-BL,2018,IAF,EXTERNAL AUDITORS,"BL-CASTILLO, SANCHEZ","GRANT THORNTON CASTILLO, SANCHEZ & BURRELL",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ASSURANCE REVIEW - DISB 1 - 13.   SEE EZSHARE-338800713-37,2019-04-17 00:00:00,EZSHARE-338800713-37,,,,,,,,,
1835/OC-PR,2016,IAF,EXTERNAL AUDITORS,PR-GESTION,GESTION EMPRESARIAL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,520,19027.00,"","ENTRADA #2440/2016  
SALIDA #2063/2016
INFORME DE AUDITORÍA #40727677
GUÍA DE REVISIÓN #40757647",2016-10-30 00:00:00,,,,,,,,,,
ATN/OC-13080-RG,2018,IAF,EXTERNAL AUDITORS,ME-MAZARS AUDITORES,MAZARS AUDITORES S DE R.L. DE C.V.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NO PUBLICA,2018-05-12 00:00:00,,,,,,,,,,
3552/MS-RG-2,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2019-12-31 00:00:00,,,,,,,,,,
ATN/ME-13933-EC,2015,IAF,EXTERNAL AUDITORS,EC-BAKER,BAKER TILLY ECUADOR CÍA. LTDA.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,DIO,Abstencion - Disclaimer,0,0.00,"",SE PRESENTARON RETRASOS DEBIDO A QUE EL EJECUTOR NO CONTABA CON LA INFORMACION NECESARIA PARA LA AUDITORIA. CEC/2095/2016 SE SOLICITA AL EJECUTOR PLAN DE ACCION PARA SOLVENTAR HALLAZGOS Y LA DEVOLUCIÓN INMEDIATA DE FONDOS AL BID,2016-03-30 00:00:00,,,,,,,,,,
ATN/ME-15567-PN,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-03-31 00:00:00,,,,,,,,,,
GRT/CF-14712-RG,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-03-15 00:00:00,,,,,,,,,,
3458/OC-AR,2016,IAF,EXTERNAL AUDITORS,AR-GTI,"ADLER, HASENCLEVER & ASOCIADOS GRANT THORNTON = NOMBRE FANTASIA",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",CUMPLIDA CL. CONTRACTUAL,2017-04-30 00:00:00,,,,,,,,,,
3458/OC-AR,2017,IAF,EXTERNAL AUDITORS,AR-GTI,"ADLER, HASENCLEVER & ASOCIADOS GRANT THORNTON = NOMBRE FANTASIA",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","PARRAFO DE ENFASIS: LAS UNIDADES EJECUTORAS DE TIERRA DEL FUEGO, BARILOCHE Y BUENOS AIRES NO HAN SUMINISTRADO AL CIERRE DEL EJERCICIO LAS DEMOSTRACIONES DE CONCILIACIONES BANCARIAS",2018-04-30 00:00:00,,,,,,,,,,
3510/OC-ME,2016,IAF,EXTERNAL AUDITORS,ME-SALLES,"SALLES, SAINZ, GRANT THORNTON S.C.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SÍ PUBLICA. EZSHARE-504556970-7,2017-06-30 00:00:00,EZSHARE-504556970-7,,,,,,,,,
2966/OC-ES,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",IDBDOCS NO. 4001483.,2016-04-30 00:00:00,,,,,,,,,,
ATN/OC-14997-NI,2017,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA CID/CNI-2494/2017; EFA EZSHARE: 1973559914-58; GUIA REVISION EZSHARE: 1973559914-60,2017-11-16 00:00:00,,,,,,,,,,
3458/OC-AR,2018,IAF,EXTERNAL AUDITORS,AR-GTI,"ADLER, HASENCLEVER & ASOCIADOS GRANT THORNTON = NOMBRE FANTASIA",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","SE DA POR APROBADA LA CLÁUSULA Y SE ENVÍA NOTA AL EJECUTOR.
REVISIÓN EFAS: EZSHARE-858461886-91",2019-04-30 00:00:00,EZSHARE-858461886-91,,,,,,,,,
2412/OC-AR,2017,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",LA FECHA DE ÚLTIMO DESEMBOLSO DEL PROGRAMA ES EL 26-MAR-2018. EL EJECUTOR PRESENTARÁ UN EFA DE CIERRE  IRREGULAR DE 15 MESES EL 26-JUL-2018.,2018-04-30 00:00:00,,,,,,,,,,
2412/OC-AR,2018,IAF,EXTERNAL AUDITORS,AR-HI,"CANEPA, KOPEC Y ASOCIADOS-HORWATH INTL.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EFA FINAL,2018-07-24 00:00:00,,,,,,,,,,
2358/OC-ES-1,2016,IAF,EXTERNAL AUDITORS,ES-LATINCO,LATINCO LTDA. DE CV - MAZARS,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,864,11300.00,"",EFA EZSHARE-435525900-38; CARTA A LA GERENCIA EZSHARE-435525900-37.,2017-04-30 00:00:00,EZSHARE-435525900-38,EZSHARE-435525900-37,,,,,,,,
3458/OC-AR,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
GRT/WS-12281-ES-1,2016,IAF,EXTERNAL AUDITORS,ES-LATINCO,LATINCO LTDA. DE CV - MAZARS,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,864,11300.00,"",EFA EZSHARE-435525900-38; CARTA A LA GERENCIA EZSHARE-435525900-36.,2017-04-30 00:00:00,EZSHARE-435525900-38,EZSHARE-435525900-36,,,,,,,,
GRT/WS-12281-ES-1,2017,IAF,EXTERNAL AUDITORS,ES-LATINCO,LATINCO LTDA. DE CV - MAZARS,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,864,15000.00,"",EFA EZSHARE-1130560617-70; CARTA DE GERENCIA EZSHARE-1130560617-69; ANÁLISIS EZSHARE-961134406-23,2018-06-08 00:00:00,EZSHARE-1130560617-70,EZSHARE-1130560617-69,EZSHARE-961134406-23,,,,,,,
3835/OC-AR,2017,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO. SE DA POR CUMPLIDA LA CLÁUSULA.,2018-04-30 00:00:00,,,,,,,,,,
3381/SX-JA,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",AUDIT WAIVED DUE TO NO PROJECT ACTIVITY,2015-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","AUDIT FOR FISCAL YEAR ENDED MARCH 31, 2016 WAIVED. CCB/CJA/809/2016 IDB DOC#:40366002",2016-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2017,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS RECEIVED. PLEASE SEE CCB/CJA/961/2017
REVIEWED & RESPONSE- CCB/CJA/776/2017
EZSHARE 950397060-76",2017-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2018,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","CCB/CJA-1258/2018
PLS SEE ANALYSIS CCB/CJA/969/2018",2018-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2019,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SISCOR REGISTRATION PROBLEMS. INPUT TO BE UPDATED,2019-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
3381/SX-JA,2020,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
GRT/SX-14793-JA,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",AUDIT WAIVED DUE TO NO PROJECT ACTIVITY,2015-07-31 00:00:00,,,,,,,,,,
2465/BL-HO,2016,IAF,EXTERNAL AUDITORS,HO-KPMG,"KPMG,S. DE R.L.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,58,15766.50,"","EL DICTAMEN TIENE 3 SALVEDADES.
CI: EZHARE-1954193694-86
EF: EZHARE-1954193694-83",2017-04-30 00:00:00,,,,,,,,,,
GRT/SX-14793-JA,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",AUDIT WAIVED. PLEASE SEE CCB/CJA/673/2016 IDB DOC#:40297870,2016-07-31 00:00:00,,,,,,,,,,
3835/OC-AR,2018,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","SE DA POR APROBADA LA CLAÚSULA Y SE ENVÍA NOTA AL EJECUTOR.
REVISIÓN EFAS: EZSHARE-247708160-88",2019-04-30 00:00:00,EZSHARE-247708160-88,,,,,,,,,
GRT/SX-14793-JA,2019,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SISCOR REGISTRATION PROBLEM. INPUT TO BE UPDATED,2019-07-31 00:00:00,,,,,,,,,,
GRT/SX-14793-JA,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
GRT/SX-14793-JA,2020,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
GRT/WS-11814-HA,2017,IAF,EXTERNAL AUDITORS,HA-MEROVE,MEROVE-PIERRE ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","FINAL AUDIT REPORT PERIOD OF JAN.1ST-SEPT. 30TH, 2017 FOR 2190/GR-HA & GRT/WS-11814-HA AND 900/OP-HA. NOT SUBMITTED WITHIN DEADLINE. 45-DAYS LETTER CDH/CHA/168/2018.  EFAS RECEIVED CDH/CHA 393/2018 EZSHARE361574995-399.  BANK ACCOMPLISHMENT LETTER CDH/CHA1067/2018.",2018-01-31 00:00:00,EZSHARE361574995-399,,,,,,,,,
2190/GR-HA,2017,IAF,EXTERNAL AUDITORS,HA-MEROVE,MEROVE-PIERRE ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,405,61373.96,"","FINAL AUDIT REPORT PERIOD OF JAN.1ST-SEPT. 30TH, 2017 FOR 2190/GR-HA & GRT/WS-11814-HA AND 900/OP-HA. NOT SUBMITTED WITHIN DEADLINE. 45-DAYS LETTER CDH/CHA/168/2018.  EFAS RECEIVED CDH/CHA 393/2018 EZSHARE361574995-399.  BANK ACCOMPLISHMENT LETTER CDH/CHA1067/2018.",2018-01-31 00:00:00,EZSHARE361574995-399,,,,,,,,,
ATN/ME-13075-BR,2017,IAF,EXTERNAL AUDITORS,BR-HLB,AUDILINK E CIA AUDITORES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO DE AUDITORIA SISCOR 3457/2017: - GUIA DE REVISÃO ANEXO AO SISCOR: EZSHARE-59476847-8,2017-11-29 00:00:00,EZSHARE-59476847-8,,,,,,,,,
3835/OC-AR,2022,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2023-04-30 00:00:00,,,,,,,,,,
2207/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",RELATORIO:#1629232650-13 CBR:#1634409333-556  GUIA:#1629232650-22,2017-04-30 00:00:00,,,,,,,,,,
3271/OC-ES,2015,IAF,EXTERNAL AUDITORS,ES-DT,DELOITTE & TOUCHE EL SALVADOR,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",AUDITOR IDENTIFICO OPERACIONES REDESCONTADAS CON CARGO A FINANCIAMIENTO QUE NO CUMPLEN CIRTERIOS DE ELEGIBILIDAD POR US$1.88MILLONES. INFORME EFA 2015 IDBDOCS NO. 40263102.,2016-04-30 00:00:00,,,,,,,,,,
3835/OC-AR,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3271/OC-ES,2016,IAF,EXTERNAL AUDITORS,ES-DT,DELOITTE & TOUCHE EL SALVADOR,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,250,11000.00,"",EFA EZSHARE-1363489417-6. INFORME DE CONTROL INTERNO REVELA GASTOS POTENCIALMENTE NO ELEGIBLES POR US$2MM.,2017-04-30 00:00:00,EZSHARE-1363489417-6,,,,,,,,,
3835/OC-AR,2019,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
